-20.0 1800.00 -5.094255232774272e-04
-20.0 1810.00 -5.094255232774272e-04
-20.0 1820.00 -5.094255232774272e-04
-20.0 1830.00 -5.094255232774272e-04
-20.0 1840.00 -5.094255232774272e-04
-20.0 1850.00 -5.094255232774272e-04
-20.0 1860.00 -5.094255232774272e-04
-20.0 1870.00 -5.094255232774272e-04
-20.0 1880.00 -5.094255232774272e-04
-20.0 1890.00 -5.094255232774272e-04
-20.0 1900.00 -5.094255232774272e-04
-20.0 1910.00 -5.094255232774272e-04
-20.0 1920.00 -5.094255232774272e-04
-20.0 1930.00 -5.094255232774272e-04
-20.0 1940.00 -5.094255232774272e-04
-20.0 1950.00 -5.094255232774272e-04
-20.0 1960.00 -5.094255232774272e-04
-20.0 1970.00 -5.094255232774272e-04
-20.0 1980.00 -5.094255232774272e-04
-20.0 1990.00 -5.094255232774272e-04
-20.0 2000.00 -5.094255232774272e-04
-20.0 2010.00 -4.860732690441417e-04
-20.0 2020.00 -4.401048505876039e-04
-20.0 2030.00 -3.784185731609547e-04
-20.0 2040.00 -3.079127420173345e-04
-20.0 2050.00 -2.354856624098834e-04
-20.0 2060.00 -1.680356395917420e-04
-20.0 2070.00 -1.124609788160506e-04
-20.0 2080.00 -7.565653412979891e-05
-20.0 2090.00 -6.179949651146696e-05
-20.0 2100.00 -6.747591331034605e-05
-20.0 2110.00 -8.795665270677145e-05
-20.0 2120.00 -1.185125828810782e-04
-20.0 2130.00 -1.544145720136015e-04
-20.0 2140.00 -1.909334882846766e-04
-20.0 2150.00 -2.233431660418034e-04
-20.0 2160.00 -2.482076511612312e-04
-20.0 2170.00 -2.653934725820093e-04
-20.0 2180.00 -2.752880656560303e-04
-20.0 2190.00 -2.782788657351863e-04
-20.0 2200.00 -2.747533081713699e-04
-20.0 2210.00 -2.650988283164736e-04
-20.0 2220.00 -2.497022268353871e-04
-20.0 2230.00 -2.287785422229289e-04
-20.0 2240.00 -2.021394693837821e-04
-20.0 2250.00 -1.695388673695203e-04
-20.0 2260.00 -1.307305952317172e-04
-20.0 2270.00 -8.546851202194633e-05
-20.0 2280.00 -3.350647679178136e-05
-20.0 2290.00 2.539656632492133e-05
-20.0 2300.00 9.055319350567021e-05
-20.0 2310.00 1.592734518045398e-04
-20.0 2320.00 2.286068185782259e-04
-20.0 2330.00 2.956027711834240e-04
-20.0 2340.00 3.573107869768297e-04
-20.0 2350.00 4.107803433151385e-04
-20.0 2360.00 4.530872349909532e-04
-20.0 2370.00 4.847446120535152e-04
-20.0 2380.00 5.130820460569109e-04
-20.0 2390.00 5.462322529615633e-04
-20.0 2400.00 5.923279487278961e-04
-20.0 2410.00 6.595018493163319e-04
-20.0 2420.00 7.558866706872946e-04
-20.0 2430.00 8.895450358296960e-04
-20.0 2440.00 1.061696416884186e-03
-20.0 2450.00 1.261070756882540e-03
-20.0 2460.00 1.475068828433804e-03
-20.0 2470.00 1.691091404147027e-03
-20.0 2480.00 1.896539256631253e-03
-20.0 2490.00 2.078813158495532e-03
-20.0 2500.00 2.225397217145983e-03
-20.0 2510.00 2.330067900511339e-03
-20.0 2520.00 2.397180862339193e-03
-20.0 2530.00 2.432105690853124e-03
-20.0 2540.00 2.440211974276717e-03
-20.0 2550.00 2.426869300833553e-03
-20.0 2560.00 2.397447258747215e-03
-20.0 2570.00 2.357316372826740e-03
-20.0 2580.00 2.311903363008554e-03
-20.0 2590.00 2.266722051676525e-03
-20.0 2600.00 2.227293753898176e-03
-20.0 2610.00 2.199139784741026e-03
-20.0 2620.00 2.187781459272597e-03
-20.0 2630.00 2.198740092560410e-03
-20.0 2640.00 2.237475658267588e-03
-20.0 2650.00 2.306458695052330e-03
-20.0 2660.00 2.403885012453887e-03
-20.0 2670.00 2.527621668422323e-03
-20.0 2680.00 2.675535720907702e-03
-20.0 2690.00 2.845494227860083e-03
-20.0 2700.00 3.035364247229531e-03
-20.0 2710.00 3.243004300614328e-03
-20.0 2720.00 3.465928860055459e-03
-20.0 2730.00 3.701198276889792e-03
-20.0 2740.00 3.945841818788181e-03
-20.0 2750.00 4.196888753421476e-03
-20.0 2760.00 4.451368348460530e-03
-20.0 2770.00 4.706309871576195e-03
-20.0 2780.00 4.958868222702716e-03
-20.0 2790.00 5.210449241555383e-03
-20.0 2800.00 5.467640274596077e-03
-20.0 2810.00 5.737342703160802e-03
-20.0 2820.00 6.026457908585570e-03
-20.0 2830.00 6.341887272206387e-03
-20.0 2840.00 6.690532175359264e-03
-20.0 2850.00 7.078692808588478e-03
-20.0 2860.00 7.495374305741906e-03
-20.0 2870.00 7.910108028541805e-03
-20.0 2880.00 8.291386481022314e-03
-20.0 2890.00 8.607702167217584e-03
-20.0 2900.00 8.827547591161765e-03
-20.0 2910.00 8.919415256889001e-03
-20.0 2920.00 8.853243545145096e-03
-20.0 2930.00 8.634717102595208e-03
-20.0 2940.00 8.306708129571343e-03
-20.0 2950.00 7.913823101865535e-03
-20.0 2960.00 7.500668495269844e-03
-20.0 2970.00 7.111850785576306e-03
-20.0 2980.00 6.791976448576976e-03
-20.0 2990.00 6.583838442931794e-03
-20.0 3000.00 6.491343017992158e-03
-20.0 3010.00 6.481016856168190e-03
-20.0 3020.00 6.517874698861850e-03
-20.0 3030.00 6.566931287475095e-03
-20.0 3040.00 6.593201363409884e-03
-20.0 3050.00 6.561699668068176e-03
-20.0 3060.00 6.439027473430948e-03
-20.0 3070.00 6.221526154786752e-03
-20.0 3080.00 5.931949883545184e-03
-20.0 3090.00 5.593970962237950e-03
-20.0 3100.00 5.231261693396759e-03
-20.0 3110.00 4.867494379553318e-03
-20.0 3120.00 4.526341323239338e-03
-20.0 3130.00 4.230433570966180e-03
-20.0 3140.00 3.985221672622596e-03
-20.0 3150.00 3.782061193737966e-03
-20.0 3160.00 3.611891136710038e-03
-20.0 3170.00 3.465650503936562e-03
-20.0 3180.00 3.334278297815289e-03
-20.0 3190.00 3.208713520743969e-03
-20.0 3200.00 3.080063514219540e-03
-20.0 3210.00 2.941894990850920e-03
-20.0 3220.00 2.789637924566392e-03
-20.0 3230.00 2.618768519419355e-03
-20.0 3240.00 2.424762979463208e-03
-20.0 3250.00 2.203097508751350e-03
-20.0 3260.00 1.949248311337179e-03
-20.0 3270.00 1.659675488289500e-03
-20.0 3280.00 1.343632670381832e-03
-20.0 3290.00 1.019320353667737e-03
-20.0 3300.00 7.051226184835345e-04
-20.0 3310.00 4.194235451655472e-04
-20.0 3320.00 1.806072140500953e-04
-20.0 3330.00 7.057705473499805e-06
-20.0 3340.00 -8.470127425702613e-05
-20.0 3350.00 -9.977286692264633e-05
-20.0 3360.00 -5.721301952283325e-05
-20.0 3370.00 2.368977418930228e-05
-20.0 3380.00 1.236470204606495e-04
-20.0 3390.00 2.233702255380970e-04
-20.0 3400.00 3.035708956685344e-04
-20.0 3410.00 3.465777240782003e-04
-20.0 3420.00 3.515928035704231e-04
-20.0 3430.00 3.278543029943717e-04
-20.0 3440.00 2.847333070354399e-04
-20.0 3450.00 2.316009003790217e-04
-20.0 3460.00 1.778281677105109e-04
-20.0 3470.00 1.327861937153014e-04
-20.0 3480.00 1.050432804528943e-04
-20.0 3490.00 9.562439558206766e-05
-20.0 3500.00 1.014214305861046e-04
-20.0 3510.00 1.192839427082507e-04
-20.0 3520.00 1.460614891917516e-04
-20.0 3530.00 1.786036272798532e-04
-20.0 3540.00 2.137599142158008e-04
