Parameter Name                 Value
m0                             7.330579035434995e-02
m0                             8.596088592151215e-02
m0                             6.460210476387200e-02
m0                             6.978936837394528e-02
m0                             7.413555153736229e-02
m0                             6.815358194337356e-02
m0                             7.765729725632736e-02
m0                             6.036365560794737e-02
m0                             6.755552455554308e-02
m0                             7.303317305492414e-02
m0                             5.224573151977994e-02
m0                             3.741636446401600e-02
m0                             4.176453244376109e-02
m0                             4.915107020653074e-02
m0                             6.358383576682418e-02
m0                             6.698050228414637e-02
m0                             6.540515700701335e-02
m0                             6.336917630833022e-02
m0                             6.042937397062260e-02
m0                             6.190266132996699e-02
m0                             5.679739459656169e-02
m0                             5.513569021063312e-02
m0                             5.340259155550686e-02
m0                             4.877462411505790e-02
m0                             4.941527976972216e-02
m0                             4.510564530142333e-02
m0                             4.497844318715455e-02
m0                             4.538793889619870e-02
m0                             4.360708600738941e-02
m0                             4.048457434063542e-02
m0                             4.134525143670419e-02
m0                             3.988592391175407e-02
m0                             3.579365894533406e-02
m0                             3.053692635387057e-02
m0                             3.091817196653454e-02
m0                             3.220860137645568e-02
m0                             3.400988939276927e-02
m0                             2.378156141465367e-02
m0                             1.892545151322664e-02
m0                             1.841921881281662e-02
m0                             1.718471058415503e-02
m0                             2.475257678926786e-02
m0                             1.812268676250802e-02
m0                             2.293688701807201e-02
m0                             2.287127973681271e-02
m0                             2.644520335215949e-02
m0                             2.670478166959941e-02
m0                             2.665343628665035e-02
m0                             2.723723558092532e-02
m0                             2.511323379019095e-02
m0                             2.593079001242827e-02
m0                             2.374339879064943e-02
m0                             2.293863994197157e-02
m0                             1.716340850229419e-02
m0                             1.772132258087664e-02
m0                             1.781232922062707e-02
m0                             1.708580384498042e-02
m0                             1.670319263769211e-02
m0                             1.360532428037925e-02
m0                             1.510487121443444e-02
m0                             1.232479206114798e-02
m0                             1.524714687401983e-02
m0                             1.175662834341371e-02
m0                             1.611472301568445e-02
m0                             1.115690373511227e-02
m0                             1.423156181189860e-02
m0                             1.377981839171711e-02
m0                             1.435466525343687e-02
m0                             1.389319101200812e-02
m0                             1.245544610640199e-02
m0                             1.241526620308519e-02
m0                             1.035002801113113e-02
m0                             8.992956826039204e-03
m0                             8.367373277863386e-03
m0                             8.237753779295186e-03
m0                             8.074865325281450e-03
m0                             7.834294139457234e-03
m0                             7.639914074926349e-03
m0                             7.462461671299054e-03
m0                             7.185655574464553e-03
m0                             6.922735505606535e-03
m0                             6.922053808832314e-03
m0                             4.282176360090551e-03
m0                             3.303433301423301e-03
m0                             3.143191690403713e-03
m0                             3.722343017280338e-03
m0                             3.450509313429289e-03
m0                             4.184409425642572e-03
m0                             7.597138915518243e-03
m0                             6.874160029574214e-03
m0                             2.233829763272972e-02
m0                             4.447881963669442e-02
m0                             2.109119626818823e-01
m0                             3.313027223807350e-01
m0                             2.238216156189137e-01
m0                             2.799502180647137e-01
m0                             3.364621603262365e-01
m0                             2.533674691899491e-01
m0                             1.743610612883393e-01
m0                             3.265794688506525e-01
m0                             2.989857663411983e-01
m0                             4.840970309048649e-01
m0                             3.880730489308907e-01
m0                             4.793986566718414e-01
m0                             7.757441698849522e-02
m0                             2.883184076635832e-01
m0                             2.618912888011082e-01
m0                             5.436343056942521e-01
m0                             4.390563430877333e-01
m0                             4.467177180677365e-01
m0                             5.072194238191331e-01
m0                             3.828259855265372e-01
m0                             2.730997751749312e-01
m0                             2.372402872864739e-01
m0                             3.298560754191885e-01
m0                             2.901483099882770e-01
m0                             3.780081904164642e-01
m0                             3.400755130661028e-01
m0                             2.661664348747013e-01
m0                             2.451746188503740e-01
m0                             2.507750350286240e-01
m0                             1.666412365123069e-01
m0                             1.993797419136523e-01
m0                             1.894208220613637e-01
m0                             2.447532237612116e-01
m0                             2.402525840549785e-01
m0                             2.225920608477561e-01
m0                             1.442360595569280e-01
m0                             2.139881691201055e-01
m0                             1.375330002331023e-01
m0                             1.922464386820655e-01
m0                             1.796107790963186e-01
m0                             1.944143175022928e-01
m0                             1.762843647480340e-01
m0                             1.593834806545344e-01
m0                             1.712121038125407e-01
m0                             1.778450922382785e-01
m0                             1.619966188736499e-01
m0                             1.176961450333189e-01
m0                             7.488402971862031e-02
m0                             1.203677518810428e-01
m0                             1.464149362242014e-01
m0                             1.494644846478752e-01
m0                             1.394143646766832e-01
m0                             1.254911325695394e-01
m0                             1.199128378787065e-01
m0                             1.128734222908077e-01
m0                             1.060292498393998e-01
m0                             9.850500036576819e-02
m0                             9.550034706369233e-02
m0                             9.011558513699615e-02
m0                             8.951616441730045e-02
m0                             8.611699501333112e-02
m0                             8.333913042349571e-02
m0                             8.074233446885845e-02
m0                             7.511414108712061e-02
m0                             7.234162396379655e-02
m0                             6.724414526676314e-02
m0                             6.346636314907124e-02
m0                             5.843260128508556e-02
m0                             6.259490541876875e-02
m0                             6.299195850356709e-02
m0                             6.359784728158305e-02
m0                             6.819991583661371e-02
m0                             5.853348771502427e-02
m0                             4.991738828698151e-02
m0                             4.518972041395278e-02
m0                             4.572201510985068e-02
m0                             5.311562599467043e-02
m0                             4.384934271329488e-02
m0                             4.718165700985674e-02
m0                             4.644146507009988e-02
m0                             5.259784626028326e-02
m0                             5.341299605841128e-02
m0                             4.969743370361727e-02
m0                             4.940815357412878e-02
m0                             4.695102529742121e-02
m0                             4.481491908906475e-02
m0                             3.862512066689191e-02
m0                             3.741426936667010e-02
m0                             3.844210715698976e-02
m0                             3.504699675006318e-02
m0                             3.942278137493160e-02
m0                             4.184544189476180e-02
m0                             3.469779643273706e-02
m0                             3.583971392036365e-02
m0                             3.021258076185988e-02
m0                             3.041705377444259e-02
m0                             2.440442523866328e-02
m0                             2.631667084956815e-02
m0                             2.179560306329784e-02
m0                             2.490571702721676e-02
m0                             2.287935637930580e-02
m0                             2.095397075741748e-02
m0                             1.833073043003074e-02
m0                             1.507458235535428e-02
m0                             1.557031506489108e-02
m0                             1.214912824707958e-02
m0                             1.015412939078513e-02
m0                             8.717298392130446e-03
m0                             8.274433324879545e-03
m0                             8.081473478456671e-03
m0                             7.839899212700297e-03
m0                             7.640075752694230e-03
m0                             7.460762802561233e-03
m0                             7.208764728313348e-03
m0                             6.898896586787473e-03
m0                             6.917668434291223e-03
m0                             5.713251977646850e-03
m0                             4.130350822928482e-03
m0                             3.969844316326062e-03
m0                             4.803733692465183e-03
m0                             4.382744623701862e-03
m0                             5.521517354162223e-03
m0                             1.096271297360460e-02
m0                             7.763953223137286e-03
m0                             2.700328977225993e-02
m0                             8.220444584850567e-02
m0                             6.745295251723862e-02
m0                             2.285804896481538e-01
m0                             2.007474438058944e-01
m0                             1.486916552477098e-01
m0                             2.939419392295998e-01
m0                             2.384643899512424e-01
m0                             1.713562670027773e-01
m0                             2.987604438481575e-01
m0                             2.412833848370549e-01
m0                             3.948656880404455e-01
m0                             4.034314141344288e-01
m0                             5.710761920881432e-01
m0                             1.750560436106277e-01
m0                             2.328370417768758e-01
m0                             2.365282864409698e-01
m0                             5.337659445953007e-01
m0                             5.142442765384687e-01
m0                             4.632005696846592e-01
m0                             5.792018969407549e-01
m0                             4.553748146988733e-01
m0                             3.622571998988074e-01
m0                             2.242307129762202e-01
m0                             3.728184464681049e-01
m0                             3.043833925318898e-01
m0                             4.120523416080890e-01
m0                             3.869892921829315e-01
m0                             3.128314933429784e-01
m0                             2.514445558458359e-01
m0                             2.677118563635814e-01
m0                             1.859818941392204e-01
m0                             2.147898590642312e-01
m0                             1.941190608865604e-01
m0                             2.780015185616340e-01
m0                             2.658543935659589e-01
m0                             2.784723574394359e-01
m0                             1.474651365201914e-01
m0                             2.255293669910447e-01
m0                             1.681153790522240e-01
m0                             1.745998124725380e-01
m0                             2.358335032858559e-01
m0                             2.101215177263987e-01
m0                             2.233974633512321e-01
m0                             1.812437081043650e-01
m0                             2.003704707165987e-01
m0                             1.916046739207503e-01
m0                             2.025862214928069e-01
m0                             1.515377314460867e-01
m0                             6.621699071058867e-02
m0                             1.149535859979329e-01
m0                             1.622323809261892e-01
m0                             1.682929154938339e-01
m0                             1.561923225935264e-01
m0                             1.379434807815594e-01
m0                             1.284341921083186e-01
m0                             1.141990188888444e-01
m0                             1.050854616444303e-01
m0                             9.351276935764369e-02
m0                             8.913963849576829e-02
m0                             8.294447350539223e-02
m0                             8.021434388914744e-02
m0                             7.770093903288347e-02
m0                             7.527278545559261e-02
m0                             7.216942196383916e-02
m0                             7.139182730499627e-02
m0                             6.464496577071402e-02
m0                             6.144434095147284e-02
m0                             5.041423211921113e-02
m0                             4.610435486059949e-02
m0                             5.359611388126026e-02
m0                             5.224299720386685e-02
m0                             5.684054598766779e-02
m0                             6.251596451766937e-02
m0                             6.243597221606768e-02
m0                             5.272247755578834e-02
m0                             5.181170720872036e-02
m0                             4.272713637902250e-02
m0                             5.531500773281148e-02
m0                             3.802630116971815e-02
m0                             4.572001337575552e-02
m0                             4.304441149348673e-02
m0                             5.325866292938955e-02
m0                             5.684121900233770e-02
m0                             5.464678051971080e-02
m0                             5.582208787694205e-02
m0                             5.308711156394409e-02
m0                             4.821523088866989e-02
m0                             4.502559132553890e-02
m0                             3.462046788260353e-02
m0                             4.075406688152684e-02
m0                             3.310461853956870e-02
m0                             3.531507003682478e-02
m0                             3.577591397996766e-02
m0                             3.135071219618769e-02
m0                             3.427893296478143e-02
m0                             2.653854463517627e-02
m0                             3.173082775809109e-02
m0                             2.115945370471767e-02
m0                             2.690152070056291e-02
m0                             1.863215585818775e-02
m0                             2.152561452685742e-02
m0                             1.931555054094253e-02
m0                             1.815325518301014e-02
m0                             1.657917432353890e-02
m0                             1.477028266943744e-02
m0                             1.502490861105562e-02
m0                             1.204500660450518e-02
m0                             9.941382384771517e-03
m0                             8.962253128145472e-03
m0                             8.366142484689726e-03
m0                             8.102014612952114e-03
m0                             7.841446798120908e-03
m0                             7.646559953185795e-03
m0                             7.458537642340017e-03
m0                             7.219927653694586e-03
m0                             6.886977296020566e-03
m0                             6.922843961211934e-03
m0                             6.398564927370908e-03
m0                             5.220622430525485e-03
m0                             4.335354534527615e-03
m0                             5.873478315413165e-03
m0                             5.593040751950560e-03
m0                             5.903492607083325e-03
m0                             1.310255333143446e-02
m0                             7.339278532651287e-03
m0                             2.674365498447472e-02
m0                             7.772235635671690e-02
m0                             4.726362023878406e-02
m0                             2.278707026370190e-01
m0                             1.598844243614459e-01
m0                             1.273907803907035e-01
m0                             2.064717123380649e-01
m0                             2.415622178634183e-01
m0                             1.095238826681490e-01
m0                             2.099677405655911e-01
m0                             2.047095584085150e-01
m0                             3.298488116078183e-01
m0                             3.544630067239370e-01
m0                             5.161136593313828e-01
m0                             2.258020531148628e-01
m0                             1.886049276200561e-01
m0                             1.705204064606108e-01
m0                             5.707517730225391e-01
m0                             4.679343375407540e-01
m0                             4.222494939887657e-01
m0                             5.586402002346988e-01
m0                             4.384587832518402e-01
m0                             3.910706554571402e-01
m0                             2.145760566645350e-01
m0                             3.296429490352624e-01
m0                             3.220596187362225e-01
m0                             4.107668804389688e-01
m0                             3.845071461428784e-01
m0                             3.275209160080530e-01
m0                             2.514639038021373e-01
m0                             2.704212969267833e-01
m0                             1.772966892948486e-01
m0                             2.482966121441367e-01
m0                             1.805482522781726e-01
m0                             2.910731774077004e-01
m0                             2.866289972042353e-01
m0                             2.941920011102215e-01
m0                             1.429227922195850e-01
m0                             2.268812776419765e-01
m0                             1.865682424047474e-01
m0                             1.572934240536256e-01
m0                             2.666507923549644e-01
m0                             2.318126465245842e-01
m0                             2.303723293792124e-01
m0                             1.853995927024924e-01
m0                             2.174105365677539e-01
m0                             2.082383784538218e-01
m0                             2.137007961183642e-01
m0                             1.758977872661499e-01
m0                             3.530221215724477e-02
m0                             1.198733531547437e-01
m0                             1.736295788811676e-01
m0                             1.750146261945914e-01
m0                             1.644966380641113e-01
m0                             1.459782310215221e-01
m0                             1.365007058736939e-01
m0                             1.209693495910589e-01
m0                             1.123210192892127e-01
m0                             9.880759409517413e-02
m0                             9.096846189813217e-02
m0                             8.519079374626050e-02
m0                             8.001372629557578e-02
m0                             7.454059047881430e-02
m0                             7.224249352874569e-02
m0                             6.997819941206139e-02
m0                             6.596625115761916e-02
m0                             6.155217699232408e-02
m0                             5.119870535961749e-02
m0                             4.825544943331988e-02
m0                             3.817055466641395e-02
m0                             4.953007850246136e-02
m0                             4.575281349944621e-02
m0                             5.088307597546694e-02
m0                             5.545242173384745e-02
m0                             5.955454984714859e-02
m0                             5.185020577697184e-02
m0                             4.624586442745746e-02
m0                             4.187032762318237e-02
m0                             4.304088336125286e-02
m0                             2.928821810923503e-02
m0                             3.425981687214438e-02
m0                             4.094514254261091e-02
m0                             5.128193850565888e-02
m0                             6.063828172010814e-02
m0                             5.861231599733561e-02
m0                             5.872704070124317e-02
m0                             5.408167239234513e-02
m0                             5.276076884023670e-02
m0                             4.406702296655340e-02
m0                             3.633308157387769e-02
m0                             4.020610157824167e-02
m0                             3.683997358035693e-02
m0                             3.362702569302083e-02
m0                             3.372149145554781e-02
m0                             2.756446154983870e-02
m0                             3.197526460472901e-02
m0                             2.478919276593697e-02
m0                             2.779572158998475e-02
m0                             1.997931126548063e-02
m0                             2.428508720853088e-02
m0                             1.695009735880449e-02
m0                             1.838294117146240e-02
m0                             1.707826919214329e-02
m0                             1.641913690263823e-02
m0                             1.462007173212336e-02
m0                             1.427827126671236e-02
m0                             1.423795735452096e-02
m0                             1.162963058643762e-02
m0                             1.046030130846714e-02
m0                             9.183598951024861e-03
m0                             8.467092670910394e-03
m0                             8.133937944745219e-03
m0                             7.851718945298567e-03
m0                             7.656065716326065e-03
m0                             7.454127118363550e-03
m0                             7.234533812006931e-03
m0                             6.876531156370344e-03
m0                             6.919855430244010e-03
m0                             6.683764664849259e-03
m0                             5.841885416144599e-03
m0                             4.803443843063307e-03
m0                             6.302501477490209e-03
m0                             6.335420935680572e-03
m0                             5.572241947076098e-03
m0                             1.275624408698919e-02
m0                             5.047490407262180e-03
m0                             2.197021483589668e-02
m0                             3.518209301488946e-02
m0                             3.723375127763569e-02
m0                             1.304374854755349e-01
m0                             1.222426910451104e-01
m0                             8.525232330083572e-02
m0                             1.083615372848028e-01
m0                             1.891963743662878e-01
m0                             6.078363366215142e-02
m0                             1.536464247532305e-01
m0                             1.104694629060094e-01
m0                             1.397543517552743e-01
m0                             3.027375275058198e-01
m0                             3.311656200060863e-01
m0                             2.611378860964398e-01
m0                             1.586020596730206e-01
m0                             1.552560945106025e-01
m0                             4.661867914421176e-01
m0                             4.419923556855488e-01
m0                             3.246114776004870e-01
m0                             4.543104619015522e-01
m0                             3.778033152837065e-01
m0                             3.726063767926692e-01
m0                             2.164969760491829e-01
m0                             2.367440353560384e-01
m0                             2.988626173065221e-01
m0                             3.766946062313590e-01
m0                             3.725808700992065e-01
m0                             3.192823462370034e-01
m0                             2.164292137648073e-01
m0                             2.292915055967630e-01
m0                             1.640786564808571e-01
m0                             2.294660355792700e-01
m0                             1.635919272575555e-01
m0                             2.337894251467912e-01
m0                             2.692571474449257e-01
m0                             2.856091815303074e-01
m0                             1.739716457687887e-01
m0                             1.900240178483827e-01
m0                             1.977800048569701e-01
m0                             1.302611645684924e-01
m0                             2.505852884233572e-01
m0                             2.266560698461283e-01
m0                             2.141084278771569e-01
m0                             1.736587100015130e-01
m0                             2.100604642621604e-01
m0                             1.953827258445355e-01
m0                             1.925968690111782e-01
m0                             1.821015486594454e-01
m0                             4.420568942427375e-02
m0                             9.047881984495780e-02
m0                             1.687377854279710e-01
m0                             1.639847481765555e-01
m0                             1.574952608487373e-01
m0                             1.436869710309371e-01
m0                             1.338036342667114e-01
m0                             1.196535298587286e-01
m0                             1.086105136115081e-01
m0                             9.870738972456339e-02
m0                             9.123493231778135e-02
m0                             8.455890111343121e-02
m0                             7.694792701140743e-02
m0                             7.292746742421027e-02
m0                             6.922475305275795e-02
m0                             6.880188917532738e-02
m0                             6.538126079811098e-02
m0                             6.095997477726829e-02
m0                             5.020716974972098e-02
m0                             4.101468135469168e-02
m0                             3.699612712780714e-02
m0                             4.013861536056044e-02
m0                             4.420272427728442e-02
m0                             4.384343459235979e-02
m0                             4.952532223016489e-02
m0                             5.164020365733479e-02
m0                             5.060638419306851e-02
m0                             4.629138202258457e-02
m0                             3.281079051750727e-02
m0                             3.681991329586908e-02
m0                             2.097285925650570e-02
m0                             2.676930229508323e-02
m0                             3.055107654590335e-02
m0                             3.946691413688331e-02
