Parameter Name                 Value
m0                             4.532204914732393e-02
m0                             4.078590771833768e-02
m0                             4.172092351465982e-02
m0                             2.824074023143140e-02
m0                             3.311037880508794e-02
m0                             3.953635345995665e-02
m0                             4.991246245750394e-02
m0                             5.895596729679554e-02
m0                             5.725821249831332e-02
m0                             5.736091262823710e-02
m0                             5.287725789646765e-02
m0                             5.166160645346539e-02
m0                             4.281504116874382e-02
m0                             3.522011057321144e-02
m0                             3.921465950781538e-02
m0                             3.590370307982903e-02
m0                             3.274462802121678e-02
m0                             3.287239309311831e-02
m0                             2.705913121728256e-02
m0                             3.115951952975861e-02
m0                             2.437450450992831e-02
m0                             2.715500884466522e-02
m0                             1.955186669126995e-02
m0                             2.363224601561964e-02
m0                             1.655734848101808e-02
m0                             1.787070102152076e-02
m0                             1.661357671947765e-02
m0                             1.599712612174241e-02
m0                             1.426384658015178e-02
m0                             1.392044892692957e-02
m0                             1.396806114458731e-02
m0                             1.142308136101854e-02
m0                             1.029071011080779e-02
m0                             9.056937217217342e-03
m0                             8.313425681254065e-03
m0                             7.989466698575321e-03
m0                             7.700687091257732e-03
m0                             7.501227193589886e-03
m0                             7.293103456310061e-03
m0                             7.071299513623888e-03
m0                             6.724532780423126e-03
m0                             6.766151396689073e-03
m0                             6.774163425735918e-03
m0                             5.879901475725095e-03
m0                             4.934528631086630e-03
m0                             6.281200049547854e-03
m0                             6.347649010012897e-03
m0                             5.456599908331658e-03
m0                             1.263618705786181e-02
m0                             4.928733018927563e-03
m0                             2.178107836827342e-02
m0                             3.506581580767811e-02
m0                             3.611241750415412e-02
m0                             1.280055557663423e-01
m0                             1.184404119261780e-01
m0                             8.330552325230901e-02
m0                             1.040625170659042e-01
m0                             1.841885318054970e-01
m0                             5.974454464519250e-02
m0                             1.505244623222622e-01
m0                             1.084318626565680e-01
m0                             1.376141200805207e-01
m0                             2.952701071537979e-01
m0                             3.209603461634851e-01
m0                             2.561339121531219e-01
m0                             1.553106583250757e-01
m0                             1.507846721601289e-01
m0                             4.577654440286472e-01
m0                             4.320317981161934e-01
m0                             3.163734708284652e-01
m0                             4.438775024486188e-01
m0                             3.700033857307015e-01
m0                             3.649818778734732e-01
m0                             2.123987809231829e-01
m0                             2.305837923731285e-01
m0                             2.916660706686123e-01
m0                             3.690355475293471e-01
m0                             3.650662376920229e-01
m0                             3.118009979313042e-01
m0                             2.112962026236482e-01
m0                             2.240636758089792e-01
m0                             1.599207455798978e-01
m0                             2.243530342502877e-01
m0                             1.598831841419781e-01
m0                             2.282852099510387e-01
m0                             2.625630165616963e-01
m0                             2.794663265927018e-01
m0                             1.702636922139892e-01
m0                             1.856342119012155e-01
m0                             1.931275389704272e-01
m0                             1.268662573561691e-01
m0                             2.445417989477215e-01
m0                             2.213265617271742e-01
m0                             2.089752902924044e-01
m0                             1.688218444682992e-01
m0                             2.049667793447974e-01
m0                             1.904340189708102e-01
m0                             1.881153476490831e-01
m0                             1.765412800250694e-01
m0                             4.276542931632150e-02
m0                             8.827758154025560e-02
m0                             1.645833328530369e-01
m0                             1.605557669376140e-01
m0                             1.542633321824388e-01
m0                             1.406913227498879e-01
m0                             1.309659225599130e-01
m0                             1.170909828077642e-01
m0                             1.062009840256393e-01
m0                             9.648889000675538e-02
m0                             8.911742228332804e-02
m0                             8.265306898108384e-02
m0                             7.527292947404440e-02
m0                             7.129672490598819e-02
m0                             6.764834588627970e-02
m0                             6.720495938548098e-02
m0                             6.382727439355315e-02
m0                             5.956873000451141e-02
m0                             4.900405144004313e-02
m0                             4.009326141742344e-02
m0                             3.617167147240490e-02
m0                             3.928890304661931e-02
m0                             4.332917525538556e-02
m0                             4.291478582179719e-02
m0                             4.845841941169012e-02
m0                             5.044861320856130e-02
m0                             4.941922140706597e-02
m0                             4.510601266671573e-02
m0                             3.207965317861407e-02
m0                             3.559126577481089e-02
m0                             2.024131073409455e-02
m0                             2.596437743687614e-02
m0                             2.953028314442725e-02
m0                             3.842287464249012e-02
